business_id,stars,SaturdayOPEN,SaturdayCOLSED,score_range,open_time,close_time,open_cate,close_cate,length
91868,3.890909091,19:30,03:00,3-4,19.5,3.0,2,4,7.5
143668,4.301587302,10:00,21:00,4-5,10.0,21.0,7,2,11.0
87650,4.666666667,00:00,00:00,4-5,0.0,0.0,3,3,24.0
11250,3.785714286,09:00,18:00,3-4,9.0,18.0,6,1,9.0
185658,4.117021277,00:00,00:00,4-5,0.0,0.0,3,3,24.0
169759,4.295454545,10:00,04:00,4-5,10.0,4.0,7,5,18.0
140230,3.333333333,22:00,05:00,3-4,22.0,5.0,3,5,7.0
175053,3.2,17:00,05:00,3-4,17.0,5.0,1,5,12.0
98471,4.222222222,00:00,00:00,4-5,0.0,0.0,3,3,24.0
181507,3.6,04:30,03:00,3-4,4.5,3.0,5,4,22.5
15810,4.407942238,14:00,03:30,4-5,14.0,3.5,8,4,13.5
187085,4.243902439,17:30,23:30,4-5,17.5,23.5,1,3,6.0
63046,3.537634409,11:00,11:00,3-4,11.0,11.0,7,7,24.0
120649,3.685185185,00:00,00:00,3-4,0.0,0.0,3,3,24.0
87657,3.217391304,00:00,00:00,3-4,0.0,0.0,3,3,24.0
110104,4.553191489,17:00,03:00,4-5,17.0,3.0,1,4,10.0
44658,3.8181818180000002,06:00,06:00,3-4,6.0,6.0,5,5,24.0
41738,3.3553719010000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
127877,3.545454545,11:00,22:30,3-4,11.0,22.5,7,3,11.5
37740,3.73540856,17:00,22:00,3-4,17.0,22.0,1,3,5.0
185769,4.1779359430000005,10:00,00:00,4-5,10.0,0.0,7,3,14.0
25918,3.9819819819999998,06:00,06:00,3-4,6.0,6.0,5,5,24.0
23314,3.519313305,11:00,23:00,3-4,11.0,23.0,7,3,12.0
142312,3.0629800310000004,11:30,01:00,3-4,11.5,1.0,7,4,13.5
13269,4.168539326,17:00,01:00,4-5,17.0,1.0,1,4,8.0
153845,3.661243463,07:00,03:00,3-4,7.0,3.0,6,4,20.0
112963,4.671641791,10:00,22:00,4-5,10.0,22.0,7,3,12.0
97837,4.2697368419999995,10:00,00:00,4-5,10.0,0.0,7,3,14.0
81619,3.529411765,19:00,03:00,3-4,19.0,3.0,2,4,8.0
145030,2.833333333,10:00,18:00,2-3,10.0,18.0,7,1,8.0
188352,3.80952381,16:00,02:00,3-4,16.0,2.0,1,4,10.0
191515,5.0,15:00,00:00,4-5,15.0,0.0,8,3,9.0
19624,3.027777778,00:00,00:00,3-4,0.0,0.0,3,3,24.0
67070,3.6811145510000003,07:30,23:00,3-4,7.5,23.0,6,3,15.5
58386,3.730769231,11:00,22:00,3-4,11.0,22.0,7,3,11.0
95612,3.4,09:00,18:00,3-4,9.0,18.0,6,1,9.0
169272,3.031746032,11:00,04:00,3-4,11.0,4.0,7,5,17.0
67211,3.9727891160000004,15:00,04:00,3-4,15.0,4.0,8,5,13.0
180005,4.481481481,10:00,02:00,4-5,10.0,2.0,7,4,16.0
101708,4.061216105,11:30,02:00,4-5,11.5,2.0,7,4,14.5
31203,2.806451613,00:00,00:00,2-3,0.0,0.0,3,3,24.0
92097,2.2,00:00,00:00,2-3,0.0,0.0,3,3,24.0
150179,4.128205128,19:00,04:00,4-5,19.0,4.0,2,5,9.0
135546,3.807142857,00:00,00:00,3-4,0.0,0.0,3,3,24.0
119128,4.428571429,00:00,00:00,4-5,0.0,0.0,3,3,24.0
190528,5.0,11:00,22:00,4-5,11.0,22.0,7,3,11.0
143487,4.589608873,11:00,22:00,4-5,11.0,22.0,7,3,11.0
125478,4.267223382,17:00,03:00,4-5,17.0,3.0,1,4,10.0
24975,3.0512820510000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
100535,4.045238095,11:00,22:00,4-5,11.0,22.0,7,3,11.0
192547,3.552213868,17:00,22:45,3-4,17.0,22.8,1,3,5.800000000000001
137030,3.024096386,06:00,06:00,3-4,6.0,6.0,5,5,24.0
96069,3.923379175,11:30,01:00,3-4,11.5,1.0,7,4,13.5
149383,1.8,09:00,09:00,1-2,9.0,9.0,6,6,24.0
65124,4.567717996,17:00,03:30,4-5,17.0,3.5,1,4,10.5
36216,3.620512821,11:00,22:00,3-4,11.0,22.0,7,3,11.0
51946,3.7663088360000003,10:00,23:00,3-4,10.0,23.0,7,3,13.0
181599,2.555555556,11:00,01:00,2-3,11.0,1.0,7,4,14.0
130178,3.450060901,09:00,00:00,3-4,9.0,0.0,6,3,15.0
34159,3.70210136,11:00,19:00,3-4,11.0,19.0,7,2,8.0
184798,2.25,22:00,05:00,2-3,22.0,5.0,3,5,7.0
178428,3.475471698,22:30,04:00,3-4,22.5,4.0,3,5,5.5
145270,4.815789474,17:00,02:00,4-5,17.0,2.0,1,4,9.0
103432,4.48,08:00,00:00,4-5,8.0,0.0,6,3,16.0
84876,2.6,00:00,00:00,2-3,0.0,0.0,3,3,24.0
56703,3.0694444439999997,14:00,05:00,3-4,14.0,5.0,8,5,15.0
66961,3.814814815,00:00,00:00,3-4,0.0,0.0,3,3,24.0
97739,3.379310345,11:00,02:00,3-4,11.0,2.0,7,4,15.0
61603,4.234782609,17:00,00:00,4-5,17.0,0.0,1,3,7.0
157078,2.963350785,11:00,23:00,2-3,11.0,23.0,7,3,12.0
83806,5.0,19:00,05:00,4-5,19.0,5.0,2,5,10.0
35921,4.2,09:30,01:00,4-5,9.5,1.0,6,4,15.5
129138,3.196217494,11:00,00:00,3-4,11.0,0.0,7,3,13.0
162637,4.03960396,17:00,23:00,4-5,17.0,23.0,1,3,6.0
187126,3.802197802,16:00,23:00,3-4,16.0,23.0,1,3,7.0
53617,2.525,17:00,04:30,2-3,17.0,4.5,1,5,11.5
9439,3.937462052,11:30,06:00,3-4,11.5,6.0,7,5,18.5
83646,3.64,11:00,02:00,3-4,11.0,2.0,7,4,15.0
41608,3.4190476189999996,11:00,02:00,3-4,11.0,2.0,7,4,15.0
1611,4.064156206,16:00,23:00,4-5,16.0,23.0,1,3,7.0
176486,4.1875,00:00,00:00,4-5,0.0,0.0,3,3,24.0
15992,3.5675675680000003,17:00,23:00,3-4,17.0,23.0,1,3,6.0
30934,3.967741935,08:00,02:00,3-4,8.0,2.0,6,4,18.0
62279,3.9142857139999996,00:00,00:00,3-4,0.0,0.0,3,3,24.0
70447,3.869918699,00:00,00:00,3-4,0.0,0.0,3,3,24.0
77026,3.817247821,22:00,04:00,3-4,22.0,4.0,3,5,6.0
115525,3.1818181819999998,00:00,00:00,3-4,0.0,0.0,3,3,24.0
7662,4.092307691999999,11:30,04:00,4-5,11.5,4.0,7,5,16.5
87854,3.5579119089999995,20:00,04:00,3-4,20.0,4.0,2,5,8.0
21791,3.9751861039999996,11:00,22:00,3-4,11.0,22.0,7,3,11.0
149708,3.16,11:00,23:00,3-4,11.0,23.0,7,3,12.0
143085,4.42139738,12:00,02:00,4-5,12.0,2.0,7,4,14.0
95545,2.85106383,00:00,00:00,2-3,0.0,0.0,3,3,24.0
75372,4.208333333,10:00,22:00,4-5,10.0,22.0,7,3,12.0
154845,2.9063291139999996,07:00,00:00,2-3,7.0,0.0,6,3,17.0
75646,3.0,16:00,00:00,2-3,16.0,0.0,1,3,8.0
32321,4.244897958999999,09:00,19:00,4-5,9.0,19.0,6,2,10.0
51763,3.967391304,00:00,00:00,3-4,0.0,0.0,3,3,24.0
18381,3.772222222,00:00,00:00,3-4,0.0,0.0,3,3,24.0
104540,4.571428571,18:00,04:00,4-5,18.0,4.0,1,5,10.0
181473,4.129807692,11:00,22:00,4-5,11.0,22.0,7,3,11.0
77793,3.8285714289999997,06:00,02:00,3-4,6.0,2.0,5,4,20.0
192152,3.2797494780000003,16:00,04:00,3-4,16.0,4.0,1,5,12.0
108079,3.986111111,17:00,22:30,3-4,17.0,22.5,1,3,5.5
141173,2.7317073169999997,00:00,00:00,2-3,0.0,0.0,3,3,24.0
169987,4.220183486,00:00,00:00,4-5,0.0,0.0,3,3,24.0
132871,3.254143646,17:00,04:00,3-4,17.0,4.0,1,5,11.0
115342,3.565972222,00:00,00:00,3-4,0.0,0.0,3,3,24.0
71568,3.4371345030000002,11:00,23:00,3-4,11.0,23.0,7,3,12.0
131725,3.534146341,11:30,00:00,3-4,11.5,0.0,7,3,12.5
39311,3.4444444439999997,20:00,02:00,3-4,20.0,2.0,2,4,6.0
167361,2.9148936169999997,21:00,06:00,2-3,21.0,6.0,2,5,9.0
66547,3.4196721310000004,08:00,02:00,3-4,8.0,2.0,6,4,18.0
130669,2.470588235,10:00,02:00,2-3,10.0,2.0,7,4,16.0
72778,1.0,10:00,17:00,0-1,10.0,17.0,7,1,7.0
70764,3.3015873019999997,23:00,05:00,3-4,23.0,5.0,3,5,6.0
1864,4.131313131000001,17:00,03:00,4-5,17.0,3.0,1,4,10.0
56114,3.0521172639999996,07:00,02:00,3-4,7.0,2.0,6,4,19.0
108872,2.8,00:00,00:00,2-3,0.0,0.0,3,3,24.0
94272,3.827586207,17:00,04:00,3-4,17.0,4.0,1,5,11.0
86734,3.9375,10:00,03:00,3-4,10.0,3.0,7,4,17.0
189186,3.12,09:00,04:00,3-4,9.0,4.0,6,5,19.0
82233,4.168336673,07:00,22:00,4-5,7.0,22.0,6,3,15.0
171320,4.069069069,17:30,22:30,4-5,17.5,22.5,1,3,5.0
178230,3.78125,00:00,00:00,3-4,0.0,0.0,3,3,24.0
156267,2.348242812,18:00,03:00,2-3,18.0,3.0,1,4,9.0
177897,4.75,15:00,04:00,4-5,15.0,4.0,8,5,13.0
20365,4.0,11:00,21:00,3-4,11.0,21.0,7,2,10.0
66821,4.285046728999999,17:00,22:00,4-5,17.0,22.0,1,3,5.0
149294,2.9665551839999997,00:00,00:00,2-3,0.0,0.0,3,3,24.0
143178,3.142857143,10:00,03:00,3-4,10.0,3.0,7,4,17.0
142556,2.111111111,21:00,06:00,2-3,21.0,6.0,2,5,9.0
67262,4.106870229,11:00,02:00,4-5,11.0,2.0,7,4,15.0
189244,3.333333333,00:00,00:00,3-4,0.0,0.0,3,3,24.0
129335,4.354166667,09:00,09:00,4-5,9.0,9.0,6,6,24.0
130528,3.260869565,00:00,00:00,3-4,0.0,0.0,3,3,24.0
172318,3.580246914,11:00,22:00,3-4,11.0,22.0,7,3,11.0
106980,4.607692308,11:30,02:00,4-5,11.5,2.0,7,4,14.5
138374,3.6040268460000005,00:00,00:00,3-4,0.0,0.0,3,3,24.0
46777,3.673469388,00:00,00:00,3-4,0.0,0.0,3,3,24.0
114259,3.873563218,00:00,00:00,3-4,0.0,0.0,3,3,24.0
76471,3.293466224,00:00,00:00,3-4,0.0,0.0,3,3,24.0
71945,4.071428571,12:00,23:00,4-5,12.0,23.0,7,3,11.0
76613,3.811320755,06:00,05:30,3-4,6.0,5.5,5,5,23.5
125290,3.8059701489999997,17:30,22:30,3-4,17.5,22.5,1,3,5.0
74656,3.071428571,09:00,09:00,3-4,9.0,9.0,6,6,24.0
30814,3.791497976,08:00,02:00,3-4,8.0,2.0,6,4,18.0
13941,3.516129032,18:30,04:00,3-4,18.5,4.0,1,5,9.5
26701,4.814516128999999,09:00,23:00,4-5,9.0,23.0,6,3,14.0
115859,4.117647058999999,00:00,00:00,4-5,0.0,0.0,3,3,24.0
125904,3.723910172,11:00,22:00,3-4,11.0,22.0,7,3,11.0
149873,3.427312775,11:00,23:00,3-4,11.0,23.0,7,3,12.0
153699,3.888888889,19:00,04:00,3-4,19.0,4.0,2,5,9.0
137119,3.727272727,09:00,18:00,3-4,9.0,18.0,6,1,9.0
186202,4.4375,12:00,02:00,4-5,12.0,2.0,7,4,14.0
69973,3.852459016,10:00,23:00,3-4,10.0,23.0,7,3,13.0
89791,4.294117647,16:00,04:00,4-5,16.0,4.0,1,5,12.0
139373,4.594520548,19:00,02:00,4-5,19.0,2.0,2,4,7.0
31759,3.84,11:00,02:00,3-4,11.0,2.0,7,4,15.0
3163,4.095238095,00:00,00:00,4-5,0.0,0.0,3,3,24.0
167478,4.269662921,16:00,04:00,4-5,16.0,4.0,1,5,12.0
128788,3.654135338,11:00,23:00,3-4,11.0,23.0,7,3,12.0
30558,4.214285714,00:00,00:00,4-5,0.0,0.0,3,3,24.0
26931,3.833333333,00:00,00:00,3-4,0.0,0.0,3,3,24.0
11238,4.12704918,11:00,22:00,4-5,11.0,22.0,7,3,11.0
50310,4.117647058999999,18:00,05:00,4-5,18.0,5.0,1,5,11.0
41984,3.3784194530000002,10:30,23:00,3-4,10.5,23.0,7,3,12.5
163012,3.791817088,10:30,21:00,3-4,10.5,21.0,7,2,10.5
162989,3.545977011,11:00,02:30,3-4,11.0,2.5,7,4,15.5
67600,4.1111111110000005,20:00,00:00,4-5,20.0,0.0,2,3,4.0
60990,3.0555555560000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
181051,3.442622951,00:00,00:00,3-4,0.0,0.0,3,3,24.0
175353,3.528301887,11:00,02:00,3-4,11.0,2.0,7,4,15.0
45222,4.158163265,10:00,02:00,4-5,10.0,2.0,7,4,16.0
188375,4.076923077,06:00,06:00,4-5,6.0,6.0,5,5,24.0
91344,3.692592593,11:00,01:00,3-4,11.0,1.0,7,4,14.0
49115,4.081632653,06:00,06:00,4-5,6.0,6.0,5,5,24.0
145313,3.620168067,12:00,22:00,3-4,12.0,22.0,7,3,10.0
115446,3.8313069910000004,11:30,22:00,3-4,11.5,22.0,7,3,10.5
41320,3.5857843139999996,20:00,02:00,3-4,20.0,2.0,2,4,6.0
160863,3.9379844960000003,17:30,22:30,3-4,17.5,22.5,1,3,5.0
135421,4.909722222,11:00,21:00,4-5,11.0,21.0,7,2,10.0
60688,2.6,00:00,00:00,2-3,0.0,0.0,3,3,24.0
120201,3.333333333,06:00,22:00,3-4,6.0,22.0,5,3,16.0
161532,3.8148893360000002,00:00,00:00,3-4,0.0,0.0,3,3,24.0
172014,3.7833333330000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
78434,3.933333333,00:00,00:00,3-4,0.0,0.0,3,3,24.0
45072,4.0,00:00,00:00,3-4,0.0,0.0,3,3,24.0
127376,3.143589744,08:00,00:00,3-4,8.0,0.0,6,3,16.0
175149,3.9411764710000003,11:00,02:00,3-4,11.0,2.0,7,4,15.0
73226,3.803571429,16:00,22:00,3-4,16.0,22.0,1,3,6.0
47640,4.387179487,10:15,03:00,4-5,10.2,3.0,7,4,16.8
144870,4.1,00:00,00:00,4-5,0.0,0.0,3,3,24.0
92857,3.644230769,00:00,00:00,3-4,0.0,0.0,3,3,24.0
154159,3.6307692310000004,09:00,01:00,3-4,9.0,1.0,6,4,16.0
60124,2.5,22:00,02:00,2-3,22.0,2.0,3,4,4.0
155835,3.878552972,13:00,04:00,3-4,13.0,4.0,8,5,15.0
162586,4.421875,17:00,01:00,4-5,17.0,1.0,1,4,8.0
68526,4.146153846,11:00,21:30,4-5,11.0,21.5,7,2,10.5
37584,4.742857143,17:00,01:00,4-5,17.0,1.0,1,4,8.0
100646,4.705882353,09:00,00:00,4-5,9.0,0.0,6,3,15.0
81549,2.454545455,10:00,19:00,2-3,10.0,19.0,7,2,9.0
137601,4.583333333,00:00,00:00,4-5,0.0,0.0,3,3,24.0
47971,3.5822784810000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
118940,4.1,11:00,18:00,4-5,11.0,18.0,7,1,7.0
23827,4.407407407,17:00,05:00,4-5,17.0,5.0,1,5,12.0
104260,2.9602649010000004,00:00,00:00,2-3,0.0,0.0,3,3,24.0
158588,3.088729017,10:30,21:00,3-4,10.5,21.0,7,2,10.5
67456,2.846376812,09:00,02:00,2-3,9.0,2.0,6,4,17.0
181268,4.342857143,08:00,23:00,4-5,8.0,23.0,6,3,15.0
158272,3.35,04:00,03:59,3-4,4.0,4.0,5,5,24.0
18832,3.78956373,09:00,23:00,3-4,9.0,23.0,6,3,14.0
85323,2.885448916,22:00,06:00,2-3,22.0,6.0,3,5,8.0
75024,3.4444444439999997,00:00,00:00,3-4,0.0,0.0,3,3,24.0
60823,2.9105263160000003,16:00,06:00,2-3,16.0,6.0,1,5,14.0
175318,3.455384615,11:00,02:00,3-4,11.0,2.0,7,4,15.0
178536,3.755555556,00:00,00:00,3-4,0.0,0.0,3,3,24.0
58347,4.461538462,09:30,04:00,4-5,9.5,4.0,6,5,18.5
117972,4.023255814,17:00,01:30,4-5,17.0,1.5,1,4,8.5
10083,3.5405405410000004,20:00,03:59,3-4,20.0,4.0,2,5,8.0
47889,4.931034483,10:00,02:00,4-5,10.0,2.0,7,4,16.0
86990,4.075,00:00,00:00,4-5,0.0,0.0,3,3,24.0
47809,4.964285714,11:00,23:00,4-5,11.0,23.0,7,3,12.0
174522,3.3096234310000003,17:00,22:00,3-4,17.0,22.0,1,3,5.0
80812,3.571428571,00:00,00:00,3-4,0.0,0.0,3,3,24.0
43624,3.796875,00:00,00:00,3-4,0.0,0.0,3,3,24.0
188745,3.8,00:00,00:00,3-4,0.0,0.0,3,3,24.0
143659,3.902214022,16:00,22:30,3-4,16.0,22.5,1,3,6.5
93163,3.8641975310000003,17:30,00:00,3-4,17.5,0.0,1,3,6.5
45309,3.615384615,00:00,00:00,3-4,0.0,0.0,3,3,24.0
22595,3.425,18:00,04:00,3-4,18.0,4.0,1,5,10.0
79872,3.40113798,08:00,00:00,3-4,8.0,0.0,6,3,16.0
13066,4.057471264,00:00,00:00,4-5,0.0,0.0,3,3,24.0
30210,3.4905660380000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
140418,4.26007326,00:00,00:00,4-5,0.0,0.0,3,3,24.0
10323,5.0,19:00,03:00,4-5,19.0,3.0,2,4,8.0
53977,3.440191388,21:00,04:00,3-4,21.0,4.0,2,5,7.0
187479,3.6,11:00,01:00,3-4,11.0,1.0,7,4,14.0
144910,3.0,00:00,00:00,2-3,0.0,0.0,3,3,24.0
27054,3.855544252,17:00,02:00,3-4,17.0,2.0,1,4,9.0
87020,2.9084967319999997,19:00,03:00,2-3,19.0,3.0,2,4,8.0
107608,3.5192012289999997,11:30,00:00,3-4,11.5,0.0,7,3,12.5
131207,4.018342821,16:00,23:00,4-5,16.0,23.0,1,3,7.0
174336,2.7317073169999997,10:00,22:00,2-3,10.0,22.0,7,3,12.0
130228,3.64516129,00:00,00:00,3-4,0.0,0.0,3,3,24.0
172855,2.666666667,11:00,02:00,2-3,11.0,2.0,7,4,15.0
180807,2.58974359,00:00,00:00,2-3,0.0,0.0,3,3,24.0
6373,4.423690205,17:00,23:00,4-5,17.0,23.0,1,3,6.0
85516,3.8955038760000003,09:00,01:00,3-4,9.0,1.0,6,4,16.0
83123,3.695833333,00:00,00:00,3-4,0.0,0.0,3,3,24.0
15635,4.7547169810000005,00:00,00:00,4-5,0.0,0.0,3,3,24.0
49756,3.7461538460000003,00:00,00:00,3-4,0.0,0.0,3,3,24.0
4333,5.0,00:00,00:00,4-5,0.0,0.0,3,3,24.0
65065,3.1142857139999998,15:00,06:00,3-4,15.0,6.0,8,5,15.0
127902,3.571428571,00:00,00:00,3-4,0.0,0.0,3,3,24.0
95975,4.378787879,05:00,23:00,4-5,5.0,23.0,5,3,18.0
129786,3.5757575760000004,00:00,00:00,3-4,0.0,0.0,3,3,24.0
191377,3.5555555560000003,17:00,01:00,3-4,17.0,1.0,1,4,8.0
61604,2.391822828,00:00,00:00,2-3,0.0,0.0,3,3,24.0
89953,3.87195122,17:00,23:00,3-4,17.0,23.0,1,3,6.0
102535,3.979423868,10:30,21:00,3-4,10.5,21.0,7,2,10.5
187207,3.826086957,00:00,00:00,3-4,0.0,0.0,3,3,24.0
15762,3.642857143,06:00,05:30,3-4,6.0,5.5,5,5,23.5
123655,3.6,00:00,00:00,3-4,0.0,0.0,3,3,24.0
138770,5.0,07:30,04:00,4-5,7.5,4.0,6,5,20.5
180569,2.666666667,09:00,09:00,2-3,9.0,9.0,6,6,24.0
92252,3.333333333,00:00,00:00,3-4,0.0,0.0,3,3,24.0
143780,4.092592593,11:00,04:00,4-5,11.0,4.0,7,5,17.0
20710,4.0246710530000005,16:30,23:00,4-5,16.5,23.0,1,3,6.5
2547,3.279411765,11:00,23:30,3-4,11.0,23.5,7,3,12.5
8466,3.372,17:00,22:00,3-4,17.0,22.0,1,3,5.0
31970,4.449856734,11:30,23:00,4-5,11.5,23.0,7,3,11.5
34446,4.2647058819999994,11:00,00:30,4-5,11.0,0.5,7,3,13.5
65159,3.1896551719999997,00:00,00:00,3-4,0.0,0.0,3,3,24.0
87350,3.0992063489999997,08:00,08:00,3-4,8.0,8.0,6,6,24.0
44852,4.154761905,16:00,00:00,4-5,16.0,0.0,1,3,8.0
143022,2.5,17:00,00:00,2-3,17.0,0.0,1,3,7.0
177237,4.3947368419999995,00:00,00:00,4-5,0.0,0.0,3,3,24.0
166570,4.47826087,00:00,00:00,4-5,0.0,0.0,3,3,24.0
90058,4.193548387,10:00,02:00,4-5,10.0,2.0,7,4,16.0
122577,4.585365854,00:00,00:00,4-5,0.0,0.0,3,3,24.0
53266,2.560747664,11:00,00:00,2-3,11.0,0.0,7,3,13.0
192223,4.519713262,12:00,01:00,4-5,12.0,1.0,7,4,13.0
16699,4.550561798,00:00,00:00,4-5,0.0,0.0,3,3,24.0
49677,4.302904563999999,00:00,23:00,4-5,0.0,23.0,3,3,23.0
14034,3.52247191,11:00,22:00,3-4,11.0,22.0,7,3,11.0
89520,4.148760331,00:00,00:00,4-5,0.0,0.0,3,3,24.0
175891,3.442348008,18:00,03:00,3-4,18.0,3.0,1,4,9.0
189503,3.157894737,11:00,02:00,3-4,11.0,2.0,7,4,15.0
18648,3.208333333,18:00,06:00,3-4,18.0,6.0,1,5,12.0
121114,2.581395349,12:00,23:00,2-3,12.0,23.0,7,3,11.0
72013,4.448275862,11:00,00:00,4-5,11.0,0.0,7,3,13.0
44182,3.666666667,18:00,04:00,3-4,18.0,4.0,1,5,10.0
15696,3.1538461539999996,17:00,03:00,3-4,17.0,3.0,1,4,10.0
6328,2.7987012989999998,11:00,00:00,2-3,11.0,0.0,7,3,13.0
5185,2.9038461539999996,11:00,00:00,2-3,11.0,0.0,7,3,13.0
146577,3.428571429,00:00,00:00,3-4,0.0,0.0,3,3,24.0
141975,3.133333333,11:30,01:00,3-4,11.5,1.0,7,4,13.5
164571,4.0,10:00,04:00,3-4,10.0,4.0,7,5,18.0
21972,4.0,09:00,17:00,3-4,9.0,17.0,6,1,8.0
166359,4.565217391,19:00,04:00,4-5,19.0,4.0,2,5,9.0
190844,3.735241503,09:00,01:00,3-4,9.0,1.0,6,4,16.0
187796,4.034482758999999,10:00,02:00,4-5,10.0,2.0,7,4,16.0
38856,3.366242038,06:00,06:00,3-4,6.0,6.0,5,5,24.0
176753,3.55,00:00,00:00,3-4,0.0,0.0,3,3,24.0
131823,4.012207275,17:00,22:00,4-5,17.0,22.0,1,3,5.0
9558,4.555555556,18:00,03:00,4-5,18.0,3.0,1,4,9.0
65563,3.227272727,00:00,00:00,3-4,0.0,0.0,3,3,24.0
151060,3.714285714,16:00,03:00,3-4,16.0,3.0,1,4,11.0
90866,3.231578947,00:00,00:00,3-4,0.0,0.0,3,3,24.0
